flakkebjerg_id,vcf_name,accession_number,accession_name,data_code,flag,note,region,country,country_whole,yield,maturity_group,MG,seed_coat_colour
414,414A,PI437189B,Bel'tscaja 636,CCA,NA,,EEU,Mo,Moldova,2.85,I – MATURITY GROUP I,I,Y
415,415A,PI437211B,CSchi 44,CCA,NA,,EEU,Mo,Moldova,2.17,0 – MATURITY GROUP 0,0,Rbr/Br
416,416A,PI437223A,CSchi 672,CCA,NA,,EEU,Mo,Moldova,2.62,0 – MATURITY GROUP 0,0,Y
417,417A,PI437339A,DV-2996,CCA,NA,,EEU,Ru,Russian Federation,1.98,0 – MATURITY GROUP 0,0,Y
418,418A,PI437344A,L-1088,CCA,NA,,EEU,Ru,Russian Federation,1.87,0 – MATURITY GROUP 0,0,Y
419,419A,PI437381C,Ussurijscaja 434,CCA,NA,,EEU,Ru,Russian Federation,3.51,I – MATURITY GROUP I,I,Y
420,420A,PI437389A,Ussurijscaja 456,CCA,NA,,EEU,Ru,Russian Federation,2.37,0 – MATURITY GROUP 0,0,Y
421,421A,PI437429A,Ussurijscaja 552,CCA,NA,,EEU,Ru,Russian Federation,3.47,I – MATURITY GROUP I,I,Y
422,422A,PI437594A,Dun-haj-sy-tszjao,CCA,NA,,CHI,Ch,China,3.04,I – MATURITY GROUP I,I,Y
423,423A,PI437621A,DV-2796,CCA,NA,,CHI,Ch,China,3.36,I – MATURITY GROUP I,I,Y
424,424A,PI437630C,DV-2810,CCA,NA,,CHI,Ch,China,2.71,I – MATURITY GROUP I,I,Y
425,425A,PI437630B,DV-2810,CCA,NA,,CHI,Ch,China,2.89,I – MATURITY GROUP I,I,Y
426,426A,PI437650A,DV-2832,CCA,NA,,CHI,Ch,China,2.4,0 – MATURITY GROUP 0,0,Y
427,427A,PI437651A,DV-2833,CCA,NA,,CHI,Ch,China,3.2,I – MATURITY GROUP I,I,Y
428,428A,PI437678A,Mantszantszin,CCA,NA,,CHI,Ch,China,3.71,I – MATURITY GROUP I,I,Y
429,429A,PI437685A,Phun-zhun,CCA,NA,,CHI,Ch,China,3.2,I – MATURITY GROUP I,I,Y
430,430A,PI437695A,S-185,CCA,NA,,CHI,Ch,China,2.73,I – MATURITY GROUP I,I,Y
431,431A,PI437721C,Sy-jue-tsin-mao-do,CCA,NA,,CHI,Ch,China,3.35,I – MATURITY GROUP I,I,LGr/Gr
432,432A,PI437756B,VIR 1179,CCA,NA,,CHI,Ch,China,3.16,I – MATURITY GROUP I,I,Y
433,433A,PI437774B,VIR 1293,CCA,NA,,CHI,Ch,China,3.55,I – MATURITY GROUP I,I,Y
434,434A,PI437864A,DV-2842,CCA,NA,,CHI,Ch,China,3.33,I – MATURITY GROUP I,I,Y
435,435A,PI437895C,Elita 745,CCA,NA,,CHI,Ch,China,3.42,I – MATURITY GROUP I,I,Y
436,436A,PI437909A,Huang-tou,CCA,NA,,CHI,Ch,China,3.37,I – MATURITY GROUP I,I,Y
437,437A,PI437910A,Huang-tou,CCA,NA,,CHI,Ch,China,2.27,0 – MATURITY GROUP 0,0,Y
438,438A,PI437915A,Man'gou,CCA,NA,,CHI,Ch,China,2.65,0 – MATURITY GROUP 0,0,Y
439,439A,PI437953B,VIR 1385,CCA,NA,,CHI,Ch,China,2.89,I – MATURITY GROUP I,I,Y
440,440A,PI437991B,VIR 1657,CCA,NA,,CHI,Ch,China,2.23,0 – MATURITY GROUP 0,0,Y
441,441A,PI437995A,VIR 1673,CCA,NA,,CHI,Ch,China,1.99,0 – MATURITY GROUP 0,0,Y
442,442A,PI438004B,VIR 1746,CCA,NA,,CHI,Ch,China,3.3,I – MATURITY GROUP I,I,Bl
443,443A,PI438016C,VIR 1852,CCA,NA,,CHI,Ch,China,2.98,I – MATURITY GROUP I,I,Y
444,444A,PI438027B,VIR 2028,CCA,NA,,CHI,Ch,China,3.55,I – MATURITY GROUP I,I,Y
445,445A,PI438050B,VIR 2324,CCA,NA,,CHI,Ch,China,3.18,I – MATURITY GROUP I,I,Y
446,446A,PI438050A,VIR 2324,CCA,NA,,CHI,Ch,China,1.72,0 – MATURITY GROUP 0,0,Y
447,447A,PI438109A,VIR 2608,CCA,NA,,CHI,Ch,China,1.81,0 – MATURITY GROUP 0,0,Y
448,448A,PI438109B,VIR 2608,CCA,NA,,CHI,Ch,China,3.12,I – MATURITY GROUP I,I,Y
449,449A,PI438123A,VIR 2793,CCA,NA,,CHI,Ch,China,3.14,I – MATURITY GROUP I,I,Y
450,450A,PI438137B,VIR 2873,CCA,NA,,CHI,Ch,China,3.08,I – MATURITY GROUP I,I,Y
451,451A,PI438212B,VIR 4503,CCA,NA,,CHI,Ch,China,3.1,I – MATURITY GROUP I,I,Y
452,452A,PI438233A,VIR 4524,CCA,NA,,CHI,Ch,China,2.39,0 – MATURITY GROUP 0,0,Y
453,453A,PI438250A,VIR 4705,CCA,NA,,CHI,Ch,China,3.12,I – MATURITY GROUP I,I,Bl
454,454A,PI438259A,VIR 4715,CCA,NA,,CHI,Ch,China,3.19,I – MATURITY GROUP I,I,Y
455,455A,PI438271A,VIR 5055,CCA,NA,,CHI,Ch,China,3.33,I – MATURITY GROUP I,I,Y
456,456A,PI438304A,VIR 2962,CCA,NA,,ASI,No,North Korea,2.69,I – MATURITY GROUP I,I,Bl
457,457A,PI438330B,(Ronest 1),CCA,NA,,WEU,Fr,France,2.9,I – MATURITY GROUP I,I,Bl
458,458A,PI438334A,250-207C,CCA,NA,,WEU,Fr,France,2.86,I – MATURITY GROUP I,I,Y
459,459A,PI438340B,Tokio vert,CCA,NA,,WEU,Ge,Germany,3.44,I – MATURITY GROUP I,I,LGr/Gr
460,460A,PI438348B,Bolgarscaja 397,CCA,NA,,EEU,Bu,Bulgaria,1.91,0 – MATURITY GROUP 0,0,Y
461,461A,PI438504A,VIR 24a,CCA,NA,,USA,US,United States,3.3,I – MATURITY GROUP I,I,Bl
462,462A,PI438509A,VIR 202,CCA,NA,,USA,US,United States,3.32,I – MATURITY GROUP I,I,Bl
463,463A,PI445820B,Riede 525,CCA,NA,,WEU,Ge,Germany,2.08,0 – MATURITY GROUP 0,0,Y
464,464A,PI445820A,Riede 525,CCA,NA,,WEU,Ge,Germany,2.19,0 – MATURITY GROUP 0,0,Y
465,465A,PI445824B,Wolfsthaler,CCA,NA,,WEU,Ge,Germany,1.49,000 – MATURITY GROUP 000,0,Y
466,466A,PI445824A,Wolfsthaler,CCA,NA,,WEU,Ge,Germany,1.68,000 – MATURITY GROUP 000,0,Y
467,467A,PI445827B,Boaba neagra,CCA,NA,,EEU,Ro,Romania,1.62,0 – MATURITY GROUP 0,0,Bl
468,468A,PI449458A,Ke 73042,CCA,NA,,CHI,Ch,China,2.23,000 – MATURITY GROUP 000,0,Y
469,469A,PI467308B,Bai-hua-kuan,CCA,NA,,CHI,Ch,China,3.08,I – MATURITY GROUP I,I,Y
470,470A,PI467318A,Fu-shou,CCA,NA,,CHI,Ch,China,2.66,I – MATURITY GROUP I,I,Y
471,471A,PI467323A,Jiu nong 13,CCA,NA,,CHI,Ch,China,2.37,0 – MATURITY GROUP 0,0,Y
472,472A,PI475822A,NA,CCA,NA,,CHI,Ch,China,2.98,I – MATURITY GROUP I,I,Y
473,473A,PI479728A,Liuhedaheidou,CCA,NA,,CHI,Ch,China,2.48,I – MATURITY GROUP I,I,Bl
474,474A,PI507685B,Kirovogradskaja 5,CCA,NA,,EEU,Uk,Ukraine,2.05,0 – MATURITY GROUP 0,0,Y
475,475A,PI507686A,Kisinjevskaja 19,CCA,NA,,EEU,Mo,Moldova,2.72,I – MATURITY GROUP I,I,Y
476,476A,PI512322A,Imeretinskaja,CCA,NA,,EEU,Ge,Georgia,2.02,I – MATURITY GROUP I,I,Y
477,477A,PI518706B,Hei nong 29,CCA,NA,,CHI,Ch,China,2.54,0 – MATURITY GROUP 0,0,Y
478,478A,PI522188B,VNIIMK 3985,CCA,NA,,EEU,Ru,Russian Federation,1.9,0 – MATURITY GROUP 0,0,Y
479,479A,PI549049A,Primorskaja,CCA,NA,,EEU,Ru,Russian Federation,2.46; 2.84,I – MATURITY GROUP I,I,Y
480,480A,PI549051B,Haborovskaja,CCA,NA,,EEU,Ru,Russian Federation,1.7,00 – MATURITY GROUP 00,0,Y
481,481A,PI561282A,Yantarnaya,CCA,NA,,EEU,Ru,Russian Federation,1.46,00 – MATURITY GROUP 00,0,Y
482,482A,PI561318A,Hui nan bai hua xiao hei dou,CCA,NA,,CHI,Ch,China,2.87; 1.97,I – MATURITY GROUP I,I,Bl
483,483A,PI561389B,Okura Natto,CCA,NA,,JAP,Ja,Japan,1.56,0 – MATURITY GROUP 0,0,Y
484,484A,PI342619B,NA,CCA,NA,,EEU,Ru,Russian Federation,0.29,0 – MATURITY GROUP 0; 00 – MATURITY GROUP 00,0,Bl
485,485A,PI549045A,ZYD 3721,CCA,NA,,CHI,Ch,China,0.13,IV – MATURITY GROUP IV,IV,Bl
486,486A,PI549045B,ZYD 3721,CCA,NA,,CHI,Ch,China,0.51,V – MATURITY GROUP V,V,Bl
487,487A,PI567417A,Bai gun dou,CCA,NA,,CHI,Ch,China,1.82,I – MATURITY GROUP I,I,Y
488,488A,PI567417B,Bai gun dou,CCA,NA,,CHI,Ch,China,1.94,I – MATURITY GROUP I,I,Y
489,489A,PI567473A,Yang gun dou,CCA,NA,,CHI,Ch,China,2.17; 2.3,I – MATURITY GROUP I,I,Y
490,490A,PI567473B,Yang gun dou,CCA,NA,,CHI,Ch,China,2.37; 1.78,I – MATURITY GROUP I,I,Y
491,491A,PI567157A,He jiao 11,CCA,NA,,CHI,Ch,China,1.94,0 – MATURITY GROUP 0,0,Y
492,492A,PI567174A,Hei he 54,CCA,NA,,CHI,Ch,China,1.96,00 – MATURITY GROUP 00,0,Y
493,493A,PI567211A,K-001,CCA,NA,,EEU,Ru,Russian Federation,2.3,0 – MATURITY GROUP 0,0,Y
494,494A,PI567213B,Al'tair,CCA,NA,,EEU,Ru,Russian Federation,1.64,00 – MATURITY GROUP 00,0,Y
495,495A,PI567215A,Juzanka,CCA,NA,,EEU,Ru,Russian Federation,1.64,00 – MATURITY GROUP 00,0,Y
496,496A,PI567215C,Juzanka,CCA,NA,,EEU,Ru,Russian Federation,3.09; 1.78,I – MATURITY GROUP I,I,Y
497,497A,PI567229A,Primorskaja 1081,CCA,NA,,EEU,Ru,Russian Federation,2.45; 3.04,I – MATURITY GROUP I,I,Y
498,498A,PI578485A,Sui dao huang,CCA,NA,,CHI,Ch,China,1.29,0 – MATURITY GROUP 0,0,Y
499,499A,PI578375A,Aan tu dang di hei dou,CCA,NA,,CHI,Ch,China,1.69,0 – MATURITY GROUP 0,0,Bl
500,500A,PI578380A,Bai qi,CCA,NA,,CHI,Ch,China,2.07; 2.73,I – MATURITY GROUP I,I,Y
501,501A,PI592931,ZDD 19368,CCA,NA,,CHI,Ch,China,0.73,0 – MATURITY GROUP 0,0,Y
502,502A,PI592960,Dong nong 38,CCA,NA,,CHI,Ch,China,2.42; 2.16,I – MATURITY GROUP I,I,Y
503,503A,PI592970,Jilin 29,CCA,NA,,CHI,Ch,China,1.92; 2.18,I – MATURITY GROUP I,I,Y
504,504A,PI593940,He feng 7791,CCA,NA,,CHI,Ch,China,1.81,0 – MATURITY GROUP 0,0,Y
505,505A,PI593942,He feng 9388,CCA,NA,,CHI,Ch,China,1.72; 1.86,0 – MATURITY GROUP 0,0,Y
506,506A,PI593961,GD 369,CCA,NA,,CHI,Ch,China,2.24; 1.78,I – MATURITY GROUP I,I,Y
507,507A,PI593972,Suzumaru,CCA,NA,,JAP,Ja,Japan,2.27; 2.02,I – MATURITY GROUP I,I,Y
508,508A,PI592900,SY 930168,CCA,NA,,CHI,Ch,China,1.13,I – MATURITY GROUP I,I,Y
509,509A,PI592912A,#24 (YY),CCA,NA,,EEU,Ru,Russian Federation,1.55,I – MATURITY GROUP I,I,Y
510,510A,PI597395,Solnechnaya,CCA,NA,,EEU,Uk,Ukraine,1.93,0 – MATURITY GROUP 0,0,Y
511,511A,PI597422,Hei he 92-1372,CCA,NA,,CHI,Ch,China,1.57,0 – MATURITY GROUP 0,0,Y
512,512A,PI597425,Heng feng No. 9,CCA,NA,,CHI,Ch,China,1.87,0 – MATURITY GROUP 0,0,Y
513,513A,PI597426,Gang 81-128-1,CCA,NA,,CHI,Ch,China,2.25,0 – MATURITY GROUP 0,0,Y
514,514A,PI597435,K90-11,CCA,NA,,CHI,Ch,China,1.58,0 – MATURITY GROUP 0,0,Y
